dep,entry_id,atc_text,expected_readback,agent_reply,judge_values_correct,judge_completeness,judge_no_hallucination,judge_phraseology_score,judge_overall,judge_justification,human_verdict,human_notes
GND,gnd_094,"Ryanair one three Hotel, hold position, runway occupied.","Hold position, Ryanair one three Hotel.","Ryanair one three Hotel, hold position.",N/A,PASS,PASS,3,PASS,"La colación es correcta, pero el distintivo de llamada debería estar al final de la frase, no al principio.",,
GND,gnd_095,"Iberia eight seven five Charlie, taxi to holding point runway three two left via Bravo.","Taxi to holding point runway three two left via Bravo, Iberia eight seven five Charlie.","Iberia eight seven five Charlie, taxi to holding point runway three two left via Bravo.",PASS,PASS,PASS,4,PASS,"La colación es correcta, pero el distintivo de llamada debería ir al final de la transmisión.",,
GND,gnd_097,"EasyJet four three two Yankee, pushback approved, facing east, tail to the north.","Pushback approved, facing east, tail to the north, EasyJet four three two Yankee.","EasyJet four three two Yankee, pushback approved facing east, tail to the north.",N/A,N/A,PASS,4,PASS,"La respuesta es correcta, pero la fraseología estándar de piloto sitúa el distintivo de llamada al final de la colación.",,
GND,gnd_099,"Ryanair eight nine two, cross runway three two right, caution wake turbulence, heavy departed three minutes ago.","Cross runway three two right, Ryanair eight nine two.","Ryanair eight nine two, cross runway three two right.",PASS,PASS,PASS,4,PASS,"La colación es correcta, pero el indicativo debería ir al final según la fraseología de piloto.",,
TWR,twr_001,"Ryanair four seven three, runway three two left, line up and wait.","Runway three two left, line up, and wait Ryanair four seven three.","Line up and wait runway 32L, Ryanair 473.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la pronunciación de los números no es la reglamentaria.",,
TWR,twr_002,"Ryanair four seven Bravo, wind calm, runway three two left, cleared for takeoff.","Runway three two left, cleared for takeoff, Ryanair four seven Bravo.","Runway 32L, cleared for takeoff, Ryanair four seven Bravo.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la pista '32L' no se verbalizó con la fraseología estándar dígito por dígito.",,
TWR,twr_005,"Iberia three one four two, wind three zero zero degrees, eight knots, runway three two left, cleared for takeoff.","Runway three two left, cleared for takeoff, Iberia three one four two.","Runway 32L, cleared for takeoff, IBERIA 3142.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero no utiliza la fraseología numérica estándar de la OACI al usar dígitos en lugar de palabras.",,
TWR,twr_006,"Lufthansa three seven two, runway one eight left, line up and wait.","Runway one eight left, line up and wait, Lufthansa three seven two.","Line up and wait runway 18L, Lufthansa 372.",PASS,PASS,PASS,3,PASS,La colación no utiliza la fonética estándar para la pista ('uno ocho izquierda') ni para los dígitos del indicativo ('tres siete dos').,,
TWR,twr_007,"Lufthansa three seven two, wind one seven zero degrees, one five knots, runway one eight left, cleared for takeoff.","Runway one eight left, cleared for takeoff, Lufthansa three seven two.","Runway 18L, cleared for takeoff, Lufthansa 372.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque los números no se leyeron fonéticamente dígito por dígito.",,
TWR,twr_008,"Lufthansa four five one, wind three two zero degrees, one zero knots, runway three two right, cleared to land.","Runway three two right, cleared to land, Lufthansa four five one.","Cleared to land runway 32R, Lufthansa four five one.",PASS,PASS,PASS,5,PASS,La colación de la autorización de aterrizaje es correcta.,,
TWR,twr_009,"Speedbird two Alpha six, wind three one zero degrees, one two knots, runway three two left, cleared to land.","Runway three two left, cleared to land, Speedbird two Alpha six.","Cleared to land runway 32L, Speedbird two Alpha six.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la fraseología para la pista ('32L' en vez de 'tres dos izquierda') no es la estándar.",,
TWR,twr_011,"Swiss two four one, runway three two right, line up and wait.","Runway three two right, lining up, Swiss two four one.","Line up and wait runway 32R, Swiss two four one.",PASS,PASS,PASS,3,PASS,El piloto utiliza la fraseología del controlador ('Line up and wait') en lugar de la fraseología de piloto ('Lining up').,,
TWR,twr_012,"Swiss two four one, wind three zero five degrees, one four knots, runway three two right, cleared for takeoff.","Runway three two right, cleared for takeoff, Swiss two four one.","Runway 32R, cleared for takeoff, Swiss 241.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero la fraseología es deficiente al no pronunciar los números dígito por dígito.",,
TWR,twr_013,"Swiss three six two, wind three zero zero degrees, eight knots, runway three two left, cleared to land.","Runway three two left, cleared to land, Swiss three six two.","Cleared to land runway 32L, Swiss 362.",PASS,PASS,PASS,5,PASS,La colación de la autorización de aterrizaje y la pista es correcta.,,
TWR,twr_014,"EasyJet eight Tango six zero, runway one eight right, line up and wait.","Runway one eight right, lining up, EasyJet eight Tango six zero.","Line up and wait runway 18R, EasyJet 8 Tango 6 0.",PASS,PASS,PASS,3,PASS,La colación usa la fraseología del controlador ('line up and wait') en lugar de la fraseología del piloto ('lining up').,,
TWR,twr_015,"EasyJet eight Tango six zero, wind one eight zero degrees, two zero knots, runway one eight right, cleared for takeoff.","Runway one eight right, cleared for takeoff, EasyJet eight Tango six zero.","Runway 18R, cleared for takeoff, EasyJet eight Tango six zero.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero la fraseología para la pista es incorrecta al usar la letra 'R' en lugar de la palabra 'right'.",,
TWR,twr_016,"Vueling four five six, go around.","Going around, Vueling four five six.","Going around, Vueling four five six.",N/A,PASS,PASS,5,PASS,La colación es correcta y sigue la fraseología estándar de la OACI.,,
TWR,twr_017,"Ryanair four seven three, hold position, number two.","Hold position, Ryanair four seven three.","Hold position, Ryanair four seven three.",N/A,PASS,PASS,5,PASS,La colación es correcta.,,
TWR,twr_018,"Vueling one two three, continue approach, number two following Boeing seven three seven on final.","Continue approach, number two, Vueling one two three.","Continue approach, number two, Vueling one two three.",N/A,PASS,PASS,5,PASS,La colación es correcta y sigue la fraseología estándar de la OACI.,,
TWR,twr_019,"Vueling one two three, wind three one zero degrees six knots, runway three two left, cleared to land.","Runway three two left, cleared to land, Vueling one two three.","Cleared to land runway 32L, Vueling 123.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero los números no se pronuncian dígito por dígito.",,
TWR,twr_020,"EasyJet eight five Whiskey zero, go around, traffic on runway.","Going around, EasyJet eight five Whiskey zero.","Going around, EasyJet 85W0.",N/A,PASS,PASS,4,PASS,"La colación de la instrucción de motor y al aire es correcta, aunque el indicativo debería leerse fonéticamente.",,
TWR,twr_021,"Iberia three one four Bravo, continue approach, expect late landing clearance.","Continue approach, Iberia three one four Bravo.","Continue approach, expect late landing clearance, Iberia three one four Bravo.",N/A,PASS,PASS,4,PASS,"La colación es correcta, aunque repite información no mandatoria (""expect late landing clearance"") que podría omitirse para mayor brevedad.",,
TWR,twr_022,"Ryanair four seven three, roger, vacate runway when able.","Vacating when able, Ryanair four seven three.","Vacate runway when able, Ryanair four seven three.",N/A,N/A,PASS,3,PASS,El agente usó fraseología de controlador ('Vacate') en lugar de la de piloto ('Vacating').,,
TWR,twr_023,"Ryanair four seven three, contact Departure on one two four decimal eight, good day.","One two four decimal eight, Ryanair four seven three, good day.","Contact Departure 124.8, Ryanair 473.",PASS,PASS,PASS,3,PASS,La fraseología no es la estándar de piloto al repetir la instrucción 'Contact Departure' en lugar de limitarse a la frecuencia.,,
TWR,twr_025,"Iberia three one four Bravo, wind two nine zero degrees, one five knots, runway three two left, cleared for takeoff.","Runway three two left, cleared for takeoff, Iberia three one four Bravo.","Runway 32L, cleared for takeoff, Iberia 314B.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la fraseología de libro de texto pronunciaría los números y letras individualmente (three two left, three one four Bravo).",,
TWR,twr_027,"Vueling one two three, expedite vacating, traffic on final.","Expediting, Vueling one two three.","Expediting, Vueling 123.",N/A,PASS,PASS,5,PASS,La colación acusa recibo correctamente de la instrucción de acelerar.,,
TWR,twr_029,"Speedbird two four six, go around, wind shear reported on final.","Going around, Speedbird two four six.","Going around, Speedbird two four six.",N/A,PASS,PASS,5,PASS,La colación es correcta y sigue la fraseología estándar de la OACI.,,
TWR,twr_030,"Ryanair six six Golf, wind one eight zero degrees, one two knots, runway one eight left, cleared to land.","Runway one eight left, cleared to land, Ryanair six six Golf.","Cleared to land runway 18L, Ryanair 66 Golf.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la pronunciación de los números no sigue estrictamente la fraseología OACI.",,
TWR,twr_032,"EasyJet eight five six zero, wind one seven zero degrees, one zero knots, runway one eight left, cleared for takeoff.","Runway one eight left, cleared for takeoff, EasyJet eight five six zero.","Runway 18L, cleared for takeoff, EasyJet 8560.",PASS,PASS,PASS,3,PASS,Los dígitos del distintivo de llamada no se pronunciaron individualmente ('ocho cinco seis cero').,,
TWR,twr_034,"Swiss three six two, runway three two left, cleared to land.","Runway three two left, cleared to land, Swiss three six two.","Cleared to land runway 32L, Swiss 362.",PASS,PASS,PASS,3,PASS,El piloto no pronunció los dígitos de la pista ('three two left') y del indicativo ('three six two') individualmente.,,
TWR,twr_035,"Speedbird two Alpha six, continue approach, number three, two aircraft on final.","Continue approach, number three, Speedbird two Alpha six.","Continue approach, number three, Speedbird two Alpha six.",PASS,PASS,PASS,5,PASS,La colación es correcta y sigue la fraseología estándar.,,
TWR,twr_036,"Iberia three one four Bravo, hold position, departure sequence changed.","Hold position, Iberia three one four Bravo.","Hold position, Iberia three one four Bravo.",N/A,PASS,PASS,5,PASS,La colación es correcta.,,
TWR,twr_038,"Swiss two four one, cancel takeoff clearance, hold position.","Holding position, Swiss two four one.","Holding position, Swiss two four one.",N/A,PASS,PASS,5,PASS,La colación es correcta.,,
TWR,twr_039,"EasyJet eight Tango six zero, vacate right.","Vacating right, EasyJet eight Tango six zero.","Vacate right, EasyJet eight Tango six zero.",N/A,PASS,PASS,4,PASS,"La retransmisión es correcta, aunque la fraseología ""Vacating right"" sería más estándar para un piloto.",,
TWR,twr_041,"Ryanair four seven three, traffic Boeing seven three seven, two miles final, runway three two left, continue.","Continue, Ryanair four seven three.","Continue approach, runway 32L, Ryanair 473.",N/A,PASS,PASS,3,PASS,"La colación es correcta, pero es demasiado extensa y el número de vuelo no se expresa dígito por dígito.",,
TWR,twr_042,"Lufthansa three seven two, wind variable three knots, runway three two left, cleared for takeoff.","Runway three two left, cleared for takeoff, Lufthansa three seven two.","Runway 32L, cleared for takeoff, Lufthansa 372.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero los números no se pronuncian dígito por dígito como exige la OACI.",,
TWR,twr_043,"Iberia three one four Bravo, contact Departure on one two one decimal three, good day.","One two one decimal three, Iberia three one four Bravo, good day.","Contact Departure 121.3, Iberia 314B.",PASS,PASS,PASS,3,PASS,"La colación utiliza fraseología de controlador ('Contact Departure') en lugar de la fraseología de piloto estándar, que solo requiere repetir la frecuencia.",,
TWR,twr_044,"Speedbird two four six, wind two eight zero degrees, one five gusting two five knots, runway three two left, cleared to land.","Runway three two left, cleared to land, Speedbird two four six.","Cleared to land runway 32L, Speedbird 246.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la pista no se lee fonéticamente dígito por dígito.",,
TWR,twr_045,"Swiss two four one, hold position, runway inspection in progress.","Hold position, Swiss two four one.","Hold position, Swiss two four one.",N/A,PASS,PASS,5,PASS,La colación es correcta.,,
TWR,twr_047,"Vueling four five six, runway three two right, line up and wait.","Runway three two right, line up and wait, Vueling four five six.","Line up and wait runway 32R, Vueling 456.",PASS,PASS,PASS,5,PASS,La colación es correcta y utiliza fraseología estándar.,,
TWR,twr_048,"Vueling four five six, wind three one five degrees, one zero knots, runway three two right, cleared for takeoff.","Runway three two right, cleared for takeoff, Vueling four five six.","Runway 32R, cleared for takeoff, Vueling 456.",PASS,PASS,PASS,3,PASS,"La colación no utiliza la fraseología OACI estándar para los números, que deben pronunciarse dígito por dígito (p. ej., 'pista tres dos derecha' y 'Vueling cuatro cinco seis').",,
TWR,twr_049,"Ryanair six six Golf, wind three zero zero degrees, one two gusting one eight knots, runway three two left, cleared to land.","Runway three two left, cleared to land, Ryanair six six Golf.","Cleared to land runway 32L, Ryanair 66 Golf.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la pronunciación de los números en la pista y el indicativo no sigue la fonética estándar de la OACI.",,
TWR,twr_052,"Ryanair eight nine Charlie, wind calm, runway three two left, cleared for takeoff.","Runway three two left, cleared for takeoff, Ryanair eight nine Charlie.","Runway 32L, cleared for takeoff, RYR89C.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero la fraseología no es estándar al no pronunciar los dígitos de la pista individualmente y usar el designador OACI para el indicativo.",,
TWR,twr_053,"Ryanair eight nine two, contact Madrid Departure on one two one decimal niner.","One two one decimal niner, Ryanair eight nine two.","Contact Madrid Departure 121.9, Ryanair 892.",PASS,PASS,PASS,3,PASS,La colación repite la instrucción 'Contact Madrid Departure' y no utiliza la fraseología estándar 'decimal' para la frecuencia.,,
TWR,twr_055,"Iberia eight seven five Charlie, wind two niner zero degrees, one zero knots, runway three two right, cleared for takeoff.","Runway three two right, cleared for takeoff, Iberia eight seven five Charlie.","Runway 32R, cleared for takeoff, IB875C.",PASS,PASS,PASS,3,PASS,"La colación es correcta en contenido, pero la pista '32R' no se verbaliza con la fraseología OACI estándar ('three two right').",,
TWR,twr_056,"Lufthansa two one eight, runway one eight right, line up and wait.","Runway one eight right, line up and wait, Lufthansa two one eight.","Line up and wait runway 18R, Lufthansa 218.",PASS,PASS,PASS,4,PASS,"La colación es correcta, pero los números del indicativo y la pista deberían deletrearse fonéticamente.",,
TWR,twr_057,"Lufthansa two one eight, wind one six zero degrees, one two knots, runway one eight right, cleared for takeoff.","Runway one eight right, cleared for takeoff, Lufthansa two one eight.","Runway 18R, cleared for takeoff, Lufthansa 218.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero los números de la pista y del indicativo no se pronuncian fonéticamente dígito a dígito.",,
TWR,twr_058,"Lufthansa six seven two, wind three two zero degrees, one zero knots, runway three two left, cleared to land.","Runway three two left, cleared to land, Lufthansa six seven two.","Cleared to land runway 32L, Lufthansa 672.",PASS,PASS,PASS,3,PASS,"La pronunciación de la pista como 'three two L' no sigue la fraseología estándar OACI, que requiere 'three two left'.",,
TWR,twr_059,"Speedbird three Alpha two, wind three one zero degrees, one five knots, runway three two right, cleared to land.","Runway three two right, cleared to land, Speedbird three Alpha two.","Cleared to land runway 32R, Speedbird 3A2.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el distintivo de llamada no utiliza el alfabeto fonético ('A' en lugar de 'Alpha').",,
TWR,twr_062,"Swiss five six seven, wind three zero zero degrees, one two knots, runway three two left, cleared for takeoff.","Runway three two left, cleared for takeoff, Swiss five six seven.","Runway 32L, cleared for takeoff, Swiss 567.",PASS,PASS,PASS,3,PASS,El piloto no pronunció fonéticamente los dígitos de la pista y el indicativo.,,
TWR,twr_063,"Swiss four eight one, wind two niner five degrees, six knots, runway three two right, cleared to land.","Runway three two right, cleared to land, Swiss four eight one.","Cleared to land runway 32R, Swiss four eight one.",PASS,PASS,PASS,5,PASS,La colación de la autorización de aterrizaje y la pista designada es correcta.,,
TWR,twr_064,"EasyJet four three two Yankee, runway one eight left, line up and wait.","Runway one eight left, lining up, EasyJet four three two Yankee.","Line up and wait runway 18L, EasyJet 432Y.",PASS,PASS,PASS,3,PASS,La colación repite la fraseología del controlador ('line up and wait') en lugar de usar la fraseología correcta del piloto ('lining up').,,
TWR,twr_065,"EasyJet four three two Yankee, wind one seven zero degrees, one eight knots, runway one eight left, cleared for takeoff.","Runway one eight left, cleared for takeoff, EasyJet four three two Yankee.","Runway 18L, cleared for takeoff, EasyJet 432Y.",PASS,PASS,PASS,4,PASS,"La colación de la pista y la autorización de despegue es correcta, aunque la pronunciación de los números podría ser fonéticamente más explícita.",,
TWR,twr_066,"Vueling seven nine eight, go around.","Going around, Vueling seven nine eight.","Going around, Vueling 798.",N/A,PASS,PASS,4,PASS,"La colación es correcta, pero los dígitos del indicativo no se leen individualmente como requiere la fraseología OACI.",,
TWR,twr_067,"Ryanair eight nine two, hold position, number three.","Hold position, Ryanair eight nine two.","Hold position, Ryanair 892.",N/A,PASS,PASS,5,PASS,La colación de la instrucción de mantener posición es correcta.,,
TWR,twr_068,"Vueling seven nine eight, continue approach, number two following Airbus three twenty on final.","Continue approach, number two, Vueling seven nine eight.","Continue approach, number two, Vueling 798.",PASS,PASS,PASS,5,PASS,La colación confirma correctamente la instrucción de continuar la aproximación y el número de secuencia.,,
TWR,twr_069,"Vueling seven nine eight, wind three zero five degrees eight knots, runway three two left, cleared to land.","Runway three two left, cleared to land, Vueling seven nine eight.","Cleared to land runway 32L, Vueling 798.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero los números del indicativo y la pista no se leen fonéticamente.",,
TWR,twr_070,"EasyJet four three two Yankee, go around, traffic on runway.","Going around, EasyJet four three two Yankee.","Going around, EasyJet 432 Yankee.",N/A,PASS,PASS,3,PASS,"La colación es correcta, pero los dígitos del indicativo no se leyeron individualmente ('cuatro tres dos').",,
TWR,twr_071,"Iberia eight seven five Charlie, continue approach, expect late landing clearance.","Continue approach, Iberia eight seven five Charlie.","Continue approach, expect late landing clearance, Iberia eight seven five Charlie.",N/A,PASS,PASS,4,PASS,"La colación es correcta, aunque es innecesariamente larga al repetir información que no es una instrucción.",,
TWR,twr_072,"Ryanair eight nine two, roger, vacate runway when able.","Vacating when able, Ryanair eight nine two.","Vacate runway when able, Ryanair eight nine two.",N/A,PASS,PASS,3,PASS,"La fraseología es incorrecta; el piloto debería decir 'Vacating' para indicar la acción que va a realizar, en lugar de repetir la orden 'Vacate'.",,
TWR,twr_073,"Ryanair eight nine two, contact Departure on one two four decimal eight, good day.","One two four decimal eight, Ryanair eight nine two, good day.","Contact Departure 124.8, Ryanair 892.",PASS,PASS,PASS,3,PASS,La colación es correcta en valores pero usa fraseología de controlador ('Contact Departure') y una pronunciación no estándar para la frecuencia.,,
TWR,twr_075,"Iberia eight seven five Charlie, wind two niner zero degrees, one two knots, runway three two right, cleared for takeoff.","Runway three two right, cleared for takeoff, Iberia eight seven five Charlie.","Runway 32R, cleared for takeoff, Iberia 875C.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero la fraseología no es estándar al no deletrear fonéticamente los números y letras.",,
TWR,twr_076,"Lufthansa two one eight, hold short runway one eight right, landing traffic.","Holding short runway one eight right, Lufthansa two one eight.","Hold short runway one eight right, Lufthansa two one eight.",PASS,PASS,PASS,4,PASS,"La fraseología correcta del piloto es 'Holding short', no 'Hold short' que es fraseología de controlador.",,
TWR,twr_077,"Vueling seven nine eight, expedite vacating, traffic on final.","Expediting, Vueling seven nine eight.","Expediting, Vueling 798.",N/A,PASS,PASS,4,PASS,"La colación es correcta, aunque la pronunciación estándar del indicativo sería dígito por dígito ('seven nine eight').",,
TWR,twr_079,"Speedbird three one two, go around, wind shear reported on final.","Going around, Speedbird three one two.","Going around, Speedbird three one two.",N/A,PASS,PASS,5,PASS,La colación es correcta.,,
TWR,twr_081,"EasyJet four three two Yankee, runway one eight right, line up and wait.","Runway one eight right, line up and wait, EasyJet four three two Yankee.","Line up and wait runway 18R, EasyJet 432Y.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque el indicativo y la pista se leen con abreviaturas y dígitos en lugar de la fraseología OACI completa.",,
TWR,twr_082,"EasyJet four three two Yankee, wind one eight zero degrees, one two knots, runway one eight right, cleared for takeoff.","Runway one eight right, cleared for takeoff, EasyJet four three two Yankee.","Runway 18R, cleared for takeoff, EasyJet four three two Yankee.",PASS,PASS,PASS,5,PASS,La colación de la autorización de despegue y la pista es correcta.,,
TWR,twr_083,"Lufthansa six seven two, contact Ground on one two one decimal six five, good day.","One two one decimal six five, Lufthansa six seven two, good day.","Contact Ground 121.65, Lufthansa 672.",PASS,PASS,PASS,3,PASS,"La colación es correcta, aunque incluye la fraseología de controlador 'Contact Ground' que es innecesaria.",,
TWR,twr_084,"Swiss four eight one, runway three two right, cleared to land.","Runway three two right, cleared to land, Swiss four eight one.","Cleared to land runway 32R, Swiss four eight one.",PASS,PASS,PASS,4,PASS,"La colación es correcta, repitiendo la autorización de aterrizaje y la pista asignada.",,
TWR,twr_085,"Speedbird three Alpha two, continue approach, number four, three aircraft on final.","Continue approach, number four, Speedbird three Alpha two.","Continue approach, number four, Speedbird three Alpha two.",PASS,PASS,PASS,5,PASS,La colación es correcta.,,
TWR,twr_086,"Iberia eight seven five Charlie, hold position, departure sequence changed.","Hold position, Iberia eight seven five Charlie.","Hold position, Iberia eight seven five Charlie.",N/A,PASS,PASS,5,PASS,La colación es correcta.,,
TWR,twr_088,"Swiss five six seven, cancel takeoff clearance, hold position.","Holding position, Swiss five six seven.","Cancel takeoff, holding position, Swiss five six seven.",N/A,PASS,PASS,3,PASS,"La colación es correcta, pero la fraseología 'Cancel takeoff' imita al controlador en lugar de usar la fraseología de piloto estándar.",,
TWR,twr_089,"EasyJet four three two Yankee, vacate left.","Vacating left, EasyJet four three two Yankee.","Vacating left, EasyJet four three two Yankee.",N/A,PASS,PASS,5,PASS,La colación es correcta y utiliza fraseología estándar.,,
TWR,twr_090,"Vueling seven nine eight, wind three one zero degrees, one zero knots, runway three two right, cleared to land.","Runway three two right, cleared to land, Vueling seven nine eight.","Cleared to land runway 32R, Vueling 798.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero los números de la pista y del indicativo deberían pronunciarse dígito por dígito en lugar de usar la forma numérica.",,
TWR,twr_092,"Lufthansa two one eight, wind variable five knots, runway one eight left, cleared for takeoff.","Runway one eight left, cleared for takeoff, Lufthansa two one eight.","Runway 18L, cleared for takeoff, Lufthansa 218.",PASS,PASS,PASS,3,PASS,La colación no pronuncia los dígitos individualmente para la pista y el distintivo de llamada.,,
TWR,twr_093,"Iberia eight seven five Charlie, contact Departure on one two one decimal three, good day.","One two one decimal three, Iberia eight seven five Charlie, good day.","Contact Departure 121.3, Iberia 875C.",PASS,PASS,PASS,3,PASS,La fraseología es incorrecta al repetir la instrucción 'Contact Departure' y no usar la fonética OACI para la frecuencia.,,
TWR,twr_094,"Speedbird three one two, wind two seven zero degrees, one two gusting two zero knots, runway three two left, cleared to land.","Runway three two left, cleared to land, Speedbird three one two.","Cleared to land runway 32L, Speedbird 312.",PASS,PASS,PASS,3,PASS,"La colación omite la fonética correcta para los números de la pista y el indicativo ('three two left', 'three one two').",,
TWR,twr_095,"Swiss five six seven, hold position, runway inspection in progress.","Hold position, Swiss five six seven.","Holding position, Swiss 567.",N/A,PASS,PASS,5,PASS,La colación acusa recibo correctamente de la instrucción de mantener posición con fraseología estándar.,,
TWR,twr_097,"Vueling seven nine eight, runway three two left, line up and wait.","Runway three two left, line up and wait, Vueling seven nine eight.","Line up and wait runway 32L, Vueling seven nine eight.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la pista debería haberse colacionado como 'three two left' en lugar de 'three two L'.",,
TWR,twr_099,"Ryanair one three Hotel, wind three zero five degrees, one five gusting two zero knots, runway three two right, cleared to land.","Runway three two right, cleared to land, Ryanair one three Hotel.","Cleared to land runway 32R, Ryanair one three Hotel.",PASS,PASS,PASS,5,PASS,La colación es correcta y contiene todos los elementos requeridos por la ICAO.,,
TWR,twr_100,"Swiss four eight one, contact Ground on one two one decimal six five, good day.","One two one decimal six five, Swiss four eight one, good day.","Contact Ground 121.65, Swiss 481.",PASS,PASS,PASS,3,PASS,El piloto utiliza fraseología de controlador ('Contact Ground') en lugar de limitarse a colacionar la frecuencia.,,
